AND,Andromeda,5436,9618
AND,Andromeda,676,3086
AND,Andromeda,113366,116218
AND,Andromeda,116218,4426
AND,Andromeda,2906,676
AND,Andromeda,3086,5436
AND,Andromeda,4426,5423
AND,Andromeda,4426,2906
ANT,Antlia,51027,53347
ANT,Antlia,51027,46382
APS,Apus,72144,79805
APS,Apus,79805,80819
APS,Apus,79805,81602
APS,Apus,80819,81602
AQL,Aquila,92951,93452
AQL,Aquila,93136,93510
AQL,Aquila,93452,96970
AQL,Aquila,93510,95207
AQL,Aquila,95207,96970
AQL,Aquila,96165,93510
AQL,Aquila,96970,97338
AQL,Aquila,97338,119314
AQL,Aquila,97493,96165
AQL,Aquila,119314,99156
AQL,Aquila,99156,97493
AQR,Aquarius,102287,105936
AQR,Aquarius,105936,108528
AQR,Aquarius,108528,110049
AQR,Aquarius,110049,110614
AQR,Aquarius,110614,110326
AQR,Aquarius,110614,111147
AQR,Aquarius,110614,112601
AQR,Aquarius,112357,112776
AQR,Aquarius,112601,112357
AQR,Aquarius,112776,113980
AQR,Aquarius,113980,115304
AQR,Aquarius,114362,112601
AQR,Aquarius,114753,114362
AQR,Aquarius,115304,116851
AQR,Aquarius,116605,114753
AQR,Aquarius,116851,116605
ARA,Ara,82826,82112
ARA,Ara,82826,82898
ARA,Ara,84999,82826
ARA,Ara,84999,85008
ARA,Ara,85008,85467
ARA,Ara,85530,84999
ARA,Ara,88439,85530
ARI,Aries,8813,8884
ARI,Aries,8884,9861
ARI,Aries,9861,14802
AUR,Auriga,22961,23712
AUR,Auriga,23712,24549
AUR,Auriga,24549,28287
AUR,Auriga,25364,22961
AUR,Auriga,28288,24549
AUR,Auriga,28288,28309
AUR,Auriga,28287,28333
AUR,Auriga,28309,25364
AUR,Auriga,28333,28288
BOO,Bootes,67711,67246
BOO,Bootes,69451,67711
BOO,Bootes,69451,70828
BOO,Bootes,69451,71569
BOO,Bootes,69510,118966
BOO,Bootes,70828,70851
BOO,Bootes,70851,69510
BOO,Bootes,70851,73327
BOO,Bootes,71879,69451
BOO,Bootes,73327,74438
BOO,Bootes,74438,71879
CAE,Caelum,21008,118327
CAE,Caelum,118327,21808
CAE,Caelum,21808,23540
CAM,Camelopardalis,17917,22730
CAM,Camelopardalis,22730,23467
CAM,Camelopardalis,22730,29417
CAM,Camelopardalis,23467,22987
CAM,Camelopardalis,29417,33017
CAP,Capricornus,99706,100020
CAP,Capricornus,100020,102154
CAP,Capricornus,102154,102647
CAP,Capricornus,102647,103899
CAP,Capricornus,103804,99743
CAP,Capricornus,103899,105540
CAP,Capricornus,105175,103804
CAP,Capricornus,105540,106381
CAP,Capricornus,106381,107213
CAP,Capricornus,106642,105175
CAP,Capricornus,107213,106642
CAR,Carina,49958,45106
CAR,Carina,51047,51428
CAR,Carina,51428,52268
CAR,Carina,52268,49958
CAR,Carina,30365,38713
CAR,Carina,38713,40921
CAR,Carina,40921,44952
CAR,Carina,40921,45809
CAR,Carina,45106,47866
CAR,Carina,45425,51047
CAR,Carina,47866,45425
CAS,Cassiopeia,6672,8867
CAS,Cassiopeia,744,3172
CAS,Cassiopeia,3172,4417
CAS,Cassiopeia,4417,6672
CEN,Centaurus,55260,59016
CEN,Centaurus,56392,55260
CEN,Centaurus,59016,61739
CEN,Centaurus,61739,64904
CEN,Centaurus,64904,68714
CEN,Centaurus,66447,61739
CEN,Centaurus,66447,68483
CEN,Centaurus,67786,66447
CEN,Centaurus,68483,71456
CEN,Centaurus,68714,71125
CEN,Centaurus,71125,67786
CEN,Centaurus,71125,73107
CEP,Cepheus,104861,109146
CEP,Cepheus,105691,104861
CEP,Cepheus,105691,112364
CEP,Cepheus,109146,112364
CEP,Cepheus,112364,116361
CEP,Cepheus,116361,105691
CET,Cetus,5353,6523
CET,Cetus,6523,8628
CET,Cetus,8087,9328
CET,Cetus,8628,8087
CET,Cetus,8628,10800
CET,Cetus,8628,12737
CET,Cetus,10800,12355
CET,Cetus,11457,12673
CET,Cetus,12355,12673
CET,Cetus,12673,14100
CET,Cetus,12795,11457
CET,Cetus,13920,12795
CET,Cetus,14100,13920
CET,Cetus,1559,3413
CET,Cetus,3413,5353
CIR,Circinus,118980,74595
CIR,Circinus,118980,75094
CMA,Canis Major,118441,30251
CMA,Canis Major,118441,33888
CMA,Canis Major,33492,30049
CMA,Canis Major,33769,33492
CMA,Canis Major,33888,34354
CMA,Canis Major,33956,118441
CMA,Canis Major,34354,33769
CMA,Canis Major,34354,35806
CMI,Canis Minor,37173,36087
CNC,Cancer,42687,42984
CNC,Cancer,42792,40411
CNC,Cancer,42792,42687
CNC,Cancer,43939,42792
COL,Columba,25794,26569
COL,Columba,26569,27559
COL,Columba,27559,28127
COL,Columba,27559,28256
COL,Columba,28127,30204
CRA,Corona Austrina,53584,52789
CRA,Corona Austrina,53584,55110
CRA,Corona Austrina,54522,53584
CRA,Corona Austrina,55118,55521
CRA,Corona Austrina,55521,56464
CRA,Corona Austrina,55539,55118
CRA,Corona Austrina,57111,55539
CRA,Corona Austrina,58014,57111
CRA,Corona Austrina,90700,92021
CRA,Corona Austrina,92021,93248
CRA,Corona Austrina,93248,93710
CRA,Corona Austrina,93530,92881
CRA,Corona Austrina,93710,93865
CRA,Corona Austrina,93819,93530
CRA,Corona Austrina,93865,93819
CRU,Crux,60893,60530
CRU,Crux,62239,59565
CRV,Corvus,59020,59134
CRV,Corvus,59134,61166
CRV,Corvus,59621,59134
CRV,Corvus,60776,59621
CRV,Corvus,61166,60776
CVN,Canes Venatici,62921,61124
CVN,Canes Venatici,62921,64639
CYG,Cygnus,97799,95648
CYG,Cygnus,100128,96858
CYG,Cygnus,100128,97799
CYG,Cygnus,100128,119370
CYG,Cygnus,101767,100128
DEL,Delphinus,101442,101095
DEL,Delphinus,101442,101629
DEL,Delphinus,101629,102200
DEL,Delphinus,101950,101442
DEL,Delphinus,102200,101950
DOR,Dorado,21228,19843
DOR,Dorado,26004,21228
DOR,Dorado,27034,26004
DRA,Draco,61088,56044
DRA,Draco,68537,61088
DRA,Draco,75229,68537
DRA,Draco,78290,75229
DRA,Draco,119080,78290
DRA,Draco,83638,119080
DRA,Draco,83638,89630
DRA,Draco,85410,85557
DRA,Draco,85557,87314
DRA,Draco,87314,87561
DRA,Draco,87314,92225
DRA,Draco,87561,85410
DRA,Draco,89630,94081
DRA,Draco,89660,83638
DRA,Draco,92225,98389
DRA,Draco,94081,94786
DRA,Draco,94352,89660
DRA,Draco,94786,87314
DRA,Draco,97124,94352
DRA,Draco,98389,97124
EQU,Equuleus,119397,104184
EQU,Equuleus,104649,119397
ERI,Eridanus,7574,8989
ERI,Eridanus,8989,10578
ERI,Eridanus,10578,11380
ERI,Eridanus,11380,12381
ERI,Eridanus,12381,12452
ERI,Eridanus,12452,13813
ERI,Eridanus,12737,13667
ERI,Eridanus,12810,12737
ERI,Eridanus,12810,14112
ERI,Eridanus,13667,15159
ERI,Eridanus,13813,17309
ERI,Eridanus,14112,15436
ERI,Eridanus,15159,16496
ERI,Eridanus,15436,16570
ERI,Eridanus,16496,17336
ERI,Eridanus,16570,17609
ERI,Eridanus,17336,17551
ERI,Eridanus,17551,18497
ERI,Eridanus,17609,18171
ERI,Eridanus,17757,17309
ERI,Eridanus,18171,18626
ERI,Eridanus,18497,19937
ERI,Eridanus,18626,21195
ERI,Eridanus,19937,21391
ERI,Eridanus,19992,17757
ERI,Eridanus,20483,19992
ERI,Eridanus,21195,21340
ERI,Eridanus,21340,20483
ERI,Eridanus,21391,22056
ERI,Eridanus,22056,23820
GEM,Gemini,29582,28664
GEM,Gemini,30270,29582
GEM,Gemini,31601,34000
GEM,Gemini,32161,30270
GEM,Gemini,32276,31601
GEM,Gemini,34000,35453
GEM,Gemini,35453,37718
GEM,Gemini,36744,32161
GEM,Gemini,37718,36744
GRU,Grus,107742,108765
GRU,Grus,108765,109562
GRU,Grus,109562,110650
GRU,Grus,110650,108922
GRU,Grus,110650,111768
GRU,Grus,111768,112263
GRU,Grus,111768,114059
GRU,Grus,112263,113278
GRU,Grus,114059,113753
HER,Hercules,78861,77524
HER,Hercules,79750,78861
HER,Hercules,80571,79928
HER,Hercules,80880,79750
HER,Hercules,119106,80571
HER,Hercules,119106,81583
HER,Hercules,81583,80880
HER,Hercules,81583,84122
HER,Hercules,82952,119106
HER,Hercules,84086,84121
HER,Hercules,84121,82952
HER,Hercules,84121,85433
HER,Hercules,84122,82952
HER,Hercules,84122,84853
HER,Hercules,84122,86148
HER,Hercules,84853,87537
HER,Hercules,85433,119179
HER,Hercules,119179,87661
HER,Hercules,87661,88517
HOR,Horologium,12193,12451
HOR,Horologium,12451,14206
HOR,Horologium,12620,12193
HOR,Horologium,14206,13850
HOR,Horologium,19697,12620
HYA,Hydra,49261,48219
HYA,Hydra,49700,49261
HYA,Hydra,50924,49700
HYA,Hydra,52789,50924
HYA,Hydra,56174,52789
HYA,Hydra,57763,56174
HYA,Hydra,64758,57763
HYA,Hydra,68675,64758
HYA,Hydra,42195,42283
HYA,Hydra,42283,42680
HYA,Hydra,42680,43689
HYA,Hydra,42990,42195
HYA,Hydra,43689,42990
HYA,Hydra,45204,43689
HYA,Hydra,46259,47297
HYA,Hydra,47297,45204
HYA,Hydra,48219,46259
HYI,Hydrus,9217,2016
HYI,Hydrus,12360,9217
HYI,Hydrus,17637,12360
HYI,Hydrus,2016,17637
IND,Indus,101445,104979
IND,Indus,104979,102895
IND,Indus,104979,108086
LAC,Lacerta,110005,111591
LAC,Lacerta,110192,110822
LAC,Lacerta,110263,110675
LAC,Lacerta,110675,110005
LAC,Lacerta,110822,110263
LAC,Lacerta,111591,109591
LEO,Leo,49441,50440
LEO,Leo,49528,49441
LEO,Leo,50193,48318
LEO,Leo,50440,50193
LEO,Leo,54712,54718
LEO,Leo,54718,49528
LEO,Leo,54718,57459
LEO,Leo,57459,54712
LEO,Leo,48318,47772
LEP,Lepus,25542,23630
LEP,Lepus,25542,27006
LEP,Lepus,25920,24249
LEP,Lepus,25920,25542
LEP,Lepus,27006,27585
LEP,Lepus,27220,25920
LEP,Lepus,27585,25920
LEP,Lepus,28032,27220
LIB,Libra,72396,74556
LIB,Libra,73486,72396
LIB,Libra,73486,76235
LIB,Libra,74556,76100
LIB,Libra,76100,73486
LIB,Libra,76235,76365
LMI,Leo Minor,51089,49451
LMI,Leo Minor,51089,53075
LUP,Lupus,71634,74167
LUP,Lupus,73046,71634
LUP,Lupus,74167,75035
LUP,Lupus,74912,73046
LUP,Lupus,74948,74912
LUP,Lupus,75035,76065
LUP,Lupus,76593,76065
LUP,Lupus,77398,74948
LUP,Lupus,78678,76593
LUP,Lupus,78678,77398
LYN,Lynx,29987,33362
LYN,Lynx,33362,36044
LYN,Lynx,36044,39734
LYN,Lynx,39734,40959
LYN,Lynx,45557,40959
LYN,Lynx,45728,45557
LYR,Lyra,90979,91633
LYR,Lyra,90979,91686
LYR,Lyra,91686,92133
LYR,Lyra,92133,92902
LYR,Lyra,92502,91686
LYR,Lyra,92902,92502
MEN,Mensa,22818,23412
MEN,Mensa,25853,22818
MEN,Mensa,29198,25853
MIC,Microscopium,102500,103406
MIC,Microscopium,103406,104802
MIC,Microscopium,104802,105041
MON,Monoceros,30794,29578
MON,Monoceros,34677,30794
MON,Monoceros,37340,34677
MON,Monoceros,39750,37340
MUS,Musca,57190,59746
MUS,Musca,59746,61392
MUS,Musca,61008,63411
MUS,Musca,61392,61008
MUS,Musca,62127,61392
MUS,Musca,63411,62127
NOR,Norma,78400,79759
NOR,Norma,78673,78400
NOR,Norma,79759,80339
NOR,Norma,80339,78673
OCT,Octans,70415,106746
OCT,Octans,106746,112050
OCT,Octans,112050,70415
OPH,Ophiuchus,79352,79640
OPH,Ophiuchus,79640,81130
OPH,Ophiuchus,80637,79352
OPH,Ophiuchus,81130,83755
OPH,Ophiuchus,82745,80637
OPH,Ophiuchus,83755,86839
OPH,Ophiuchus,85769,82745
OPH,Ophiuchus,86475,85769
OPH,Ophiuchus,86839,86475
OPH,Ophiuchus,86839,87920
OPH,Ophiuchus,87920,88327
ORI,Orion,22396,22456
ORI,Orion,22456,22614
ORI,Orion,22496,22396
ORI,Orion,22744,22496
ORI,Orion,23069,22744
ORI,Orion,24378,27298
ORI,Orion,24614,24378
ORI,Orion,25273,23069
ORI,Orion,25273,25865
ORI,Orion,25865,24614
ORI,Orion,26111,25273
ORI,Orion,26662,27919
ORI,Orion,27298,26662
ORI,Orion,27919,26111
ORI,Orion,27919,28543
ORI,Orion,28543,28966
ORI,Orion,28543,29353
ORI,Orion,28966,27844
ORI,Orion,29353,28645
PAV,Pavo,86661,91507
PAV,Pavo,91507,98184
PAV,Pavo,98184,102064
PAV,Pavo,98924,86661
PAV,Pavo,100425,102064
PAV,Pavo,102064,98924
PAV,Pavo,102064,105519
PEG,Pegasus,676,1065
PEG,Pegasus,1065,113603
PEG,Pegasus,108830,107011
PEG,Pegasus,109081,106972
PEG,Pegasus,111676,109081
PEG,Pegasus,111804,109064
PEG,Pegasus,112084,108830
PEG,Pegasus,112090,111676
PEG,Pegasus,112389,112084
PEG,Pegasus,113521,676
PEG,Pegasus,113521,111804
PEG,Pegasus,113521,112389
PEG,Pegasus,113603,112090
PEG,Pegasus,113603,113521
PER,Perseus,13234,13497
PER,Perseus,13234,14292
PER,Perseus,13497,14596
PER,Perseus,14292,15824
PER,Perseus,14540,14318
PER,Perseus,14596,14632
PER,Perseus,14632,14540
PER,Perseus,15824,17316
PER,Perseus,17316,17487
PER,Perseus,17316,19296
PER,Perseus,17487,18485
PER,Perseus,18201,17406
PER,Perseus,18485,18567
PER,Perseus,18567,18201
PER,Perseus,19296,19762
PER,Perseus,19762,19119
PHE,Phoenix,5154,7068
PHE,Phoenix,5154,2076
PHE,Phoenix,5337,5154
PHE,Phoenix,6853,5154
PHE,Phoenix,7068,6853
PHE,Phoenix,2076,763
PIC,Pictor,27461,27253
PIC,Pictor,32521,27461
PSA,Piscis Austrinus,107037,108939
PSA,Piscis Austrinus,108939,110841
PSA,Piscis Austrinus,110841,119534
PSA,Piscis Austrinus,119534,112886
PSA,Piscis Austrinus,112886,113008
PSA,Piscis Austrinus,113008,111601
PSA,Piscis Austrinus,113008,113980
PSC,Pisces,4896,3778
PSC,Pisces,5730,6179
PSC,Pisces,6179,5574
PSC,Pisces,7083,5730
PSC,Pisces,7869,4896
PSC,Pisces,8183,7083
PSC,Pisces,9467,7869
PSC,Pisces,9467,8183
PSC,Pisces,114609,113529
PSC,Pisces,114609,115465
PSC,Pisces,115376,114609
PSC,Pisces,115465,116405
PSC,Pisces,116405,116562
PSC,Pisces,116562,115376
PSC,Pisces,117900,116405
PSC,Pisces,3778,117900
PUP,Puppis,31605,32682
PUP,Puppis,32682,35250
PUP,Puppis,35250,31605
PUP,Puppis,35250,36274
PUP,Puppis,35169,39318
PUP,Puppis,36274,35169
PUP,Puppis,37570,39318
PUP,Puppis,38062,37570
PUP,Puppis,39318,36274
PUP,Puppis,39644,38062
PYX,Pyxis,42396,42709
PYX,Pyxis,42709,43286
RET,Reticulum,17398,19730
RET,Reticulum,18550,18697
RET,Reticulum,18697,17398
RET,Reticulum,19730,19871
RET,Reticulum,19871,18550
