SCL,Sculptor,114740,117085
SCL,Sculptor,115865,114740
SCL,Sculptor,117085,4567
SCO,Scorpius,78165,78029
SCO,Scorpius,78165,78581
SCO,Scorpius,78165,79870
SCO,Scorpius,79870,80519
SCO,Scorpius,80519,81020
SCO,Scorpius,81020,82144
SCO,Scorpius,82144,82263
SCO,Scorpius,82263,82477
SCO,Scorpius,82477,83885
SCO,Scorpius,83885,85965
SCO,Scorpius,85665,85436
SCO,Scorpius,85965,86804
SCO,Scorpius,86403,85665
SCO,Scorpius,86804,86403
SCU,Scutum,90315,90835
SCU,Scutum,90835,91888
SER,Serpens,76044,76835
SER,Serpens,76835,77386
SER,Serpens,76997,76044
SER,Serpens,77214,76616
SER,Serpens,77214,76997
SER,Serpens,77214,77426
SER,Serpens,77214,77836
SER,Serpens,77280,79352
SER,Serpens,77386,77280
SER,Serpens,84622,83755
SER,Serpens,85998,84622
SER,Serpens,86298,85998
SER,Serpens,87775,86298
SER,Serpens,89684,87775
SER,Serpens,92659,89684
SEX,Sextans,49500,51290
SEX,Sextans,51217,48300
SEX,Sextans,51290,51217
SEX,Sextans,48300,49500
SGE,Sagitta,97056,96450
SGE,Sagitta,97056,96530
SGE,Sagitta,98026,97056
SAG,Sagittarius,88361,89906
SAG,Sagittarius,89653,88361
SAG,Sagittarius,89906,89653
SAG,Sagittarius,89906,93213
SAG,Sagittarius,90217,89653
SAG,Sagittarius,91754,90217
SAG,Sagittarius,92564,91754
SAG,Sagittarius,92564,93388
SAG,Sagittarius,93213,91754
SAG,Sagittarius,93213,93569
SAG,Sagittarius,93388,92793
SAG,Sagittarius,93388,93846
SAG,Sagittarius,93569,92564
SAG,Sagittarius,93846,94873
SAG,Sagittarius,94946,95052
SAG,Sagittarius,95052,93213
TAU,Taurus,16044,15861
TAU,Taurus,18677,16044
TAU,Taurus,20155,18677
TAU,Taurus,20405,20155
TAU,Taurus,20597,20405
TAU,Taurus,20833,20155
TAU,Taurus,20837,20597
TAU,Taurus,118317,20833
TAU,Taurus,21828,20837
TAU,Taurus,25364,21828
TAU,Taurus,26386,118317
TEL,Telescopium,90143,88835
TEL,Telescopium,90288,90143
TRA,Triangulum Australe,74717,82022
TRA,Triangulum Australe,76206,74717
TRA,Triangulum Australe,77716,76206
TRA,Triangulum Australe,82022,77716
TRI,Triangulum,8777,10041
TRI,Triangulum,8777,10645
TRI,Triangulum,10041,10645
TUC,Tucana,109784,110492
TUC,Tucana,114634,109784
TUC,Tucana,114634,2478
TUC,Tucana,117954,110492
TUC,Tucana,1595,117954
TUC,Tucana,2478,1595
UMA,Ursa Major,53754,53905
UMA,Ursa Major,53905,59592
UMA,Ursa Major,53905,46600
UMA,Ursa Major,54380,50655
UMA,Ursa Major,55055,118742
UMA,Ursa Major,57226,54380
UMA,Ursa Major,57226,55055
UMA,Ursa Major,57828,53754
UMA,Ursa Major,57828,57226
UMA,Ursa Major,59592,57828
UMA,Ursa Major,62757,59592
UMA,Ursa Major,65173,62757
UMA,Ursa Major,67088,65173
UMA,Ursa Major,118580,118634
UMA,Ursa Major,46600,41586
UMA,Ursa Major,118634,48265
UMA,Ursa Major,48182,46600
UMA,Ursa Major,48265,48182
UMI,Ursa Minor,72380,74868
UMI,Ursa Minor,74868,79580
UMI,Ursa Minor,76819,72380
UMI,Ursa Minor,79580,76819
UMI,Ursa Minor,81830,76819
UMI,Ursa Minor,85560,81830
UMI,Ursa Minor,11734,85560
VEL,Vela,52575,48635
VEL,Vela,39840,44689
VEL,Vela,118563,39840
VEL,Vela,44689,45809
VEL,Vela,44689,118632
VEL,Vela,45809,118563
VEL,Vela,48635,45809
VIR,Virgo,59945,57584
VIR,Virgo,61748,59945
VIR,Virgo,61748,65269
VIR,Virgo,62890,61748
VIR,Virgo,63405,62890
VIR,Virgo,64037,64189
VIR,Virgo,64189,60554
VIR,Virgo,65269,69479
VIR,Virgo,68302,66040
VIR,Virgo,69479,71731
VIR,Virgo,71731,71994
VIR,Virgo,71994,68302
VIR,Virgo,75466,76035
VIR,Virgo,75895,75466
VIR,Virgo,76035,76716
VIR,Virgo,76716,77276
VIR,Virgo,77276,77923
VIR,Virgo,77923,78256
VOL,Volans,34389,35132
VOL,Volans,35132,41195
VOL,Volans,37397,34389
VOL,Volans,39681,37397
VOL,Volans,41195,39681
VOL,Volans,44254,41195
VOL,Volans,44952,45425
VUL,Vulpecula,95473,94408
VUL,Vulpecula,95473,97575
